"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"204",0.019,0.025,0.051,0.044,0.308,0.216,0.118,1
"205",0.029,0.024,0.047,0.05,0.235,0.219,0.138,1
"206",0.005,0.06,0.085,0.088,0.309,0.327,0.22,1
"207",0.01,0.097,0.129,0.108,0.442,0.296,0.184,1
"208",0.079,0.019,0.049,0.037,0.375,0.215,0.106,1
"209",0.002,0.104,0.135,0.124,0.458,0.322,0.21,1
"210",0.101,0.479,0.478,0.457,0.536,0.506,0.523,1
"211",0.151,0.024,0.051,0.048,0.298,0.241,0.148,1
"212",0.18,0.011,0.021,0.014,0.116,0.062,0.033,1
"213",0.187,0.02,0.047,0.037,0.304,0.196,0.104,1
"214",0.109,0.024,0.05,0.047,0.278,0.236,0.134,1
"215",0.166,0.102,0.147,0.125,0.445,0.303,0.194,1
"216",0.109,0.027,0.053,0.051,0.309,0.251,0.148,1
"217",0.15,0.023,0.048,0.044,0.281,0.23,0.128,1
"218",0.161,0.024,0.051,0.046,0.317,0.233,0.13,1
"219",0.118,0.035,0.063,0.065,0.289,0.269,0.176,1
"220",0.165,0.068,0.084,0.076,0.252,0.189,0.12,1
"221",0.179,0.059,0.103,0.072,0.476,0.269,0.153,1
"222",0.194,0.018,0.043,0.033,0.314,0.185,0.098,1
"223",0.147,0.023,0.059,0.043,0.369,0.212,0.108,1
"224",0.112,0.304,0.319,0.307,0.519,0.446,0.422,1
"225",0.199,0.023,0.048,0.027,0.367,0.209,0.104,1
"226",0.186,0.03,0.056,0.047,0.289,0.159,0.076,1
"227",0.173,0.595,0.578,0.582,0.625,0.602,0.604,1
"228",0.107,0.024,0.061,0.039,0.468,0.268,0.135,1
"229",0.179,0.216,0.237,0.22,0.47,0.396,0.314,1
"230",0.144,0.023,0.047,0.028,0.452,0.22,0.104,1
"231",0.116,0.018,0.041,0.031,0.253,0.168,0.091,1
"232",0.195,0.013,0.021,0.016,0.15,0.073,0.035,1
"233",0.173,0.022,0.049,0.039,0.317,0.225,0.119,1
"234",0.141,0.255,0.273,0.254,0.472,0.392,0.357,1
"235",0.154,0.029,0.062,0.055,0.318,0.263,0.156,1
"236",0.189,0.024,0.056,0.034,0.42,0.243,0.121,1
"237",0.121,0.027,0.054,0.051,0.283,0.256,0.157,1
"238",0.181,0.195,0.226,0.209,0.43,0.351,0.294,1
"239",0.154,0.026,0.057,0.052,0.308,0.256,0.151,1
"240",0.164,0.014,0.027,0.021,0.139,0.097,0.05,1
"241",0.104,0.022,0.05,0.044,0.304,0.228,0.129,1
