"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"1271",0.895,0.013,0.03,0.017,0.321,0.153,0.071,1
"1272",0.883,0.006,0.022,0.012,0.325,0.143,0.058,1
"1273",0.887,0.018,0.036,0.023,0.34,0.164,0.085,1
"1274",0.876,0.019,0.037,0.023,0.357,0.158,0.069,1
"1275",0.894,0.015,0.017,0.013,0.088,0.038,0.022,1
"1276",0.816,0.018,0.039,0.023,0.376,0.208,0.099,1
"1277",0.886,0.139,0.165,0.15,0.399,0.277,0.204,1
"1278",0.861,0.012,0.028,0.017,0.324,0.156,0.071,1
"1279",0.869,0.565,0.591,0.572,0.592,0.623,0.627,2
"1280",0.869,0.016,0.029,0.018,0.343,0.159,0.073,1
"1281",0.863,0.019,0.034,0.02,0.331,0.168,0.079,1
"1282",0.894,0.012,0.014,0.011,0.067,0.029,0.018,1
"1283",0.877,0.013,0.014,0.011,0.059,0.028,0.02,1
"1284",0.89,0.008,0.024,0.013,0.274,0.126,0.055,1
"1285",0.892,0.013,0.036,0.02,0.334,0.161,0.072,1
"1286",0.888,0.014,0.028,0.016,0.29,0.132,0.057,1
"1287",0.843,0.025,0.052,0.03,0.461,0.231,0.115,1
"1288",0.898,0.018,0.038,0.024,0.39,0.215,0.101,1
"1289",0.865,0.347,0.358,0.364,0.525,0.506,0.432,1
"1290",0.886,0.012,0.032,0.021,0.324,0.161,0.073,1
"1291",0.994,0.022,0.038,0.025,0.342,0.162,0.078,1
"1292",0.992,0.013,0.036,0.017,0.401,0.173,0.072,1
"1293",1,0.007,0.025,0.015,0.326,0.14,0.06,1
"1294",0.981,0.011,0.036,0.02,0.35,0.146,0.063,1
"1295",0.917,0.059,0.063,0.053,0.393,0.192,0.099,1
"1296",0.996,0.009,0.028,0.016,0.307,0.147,0.065,1
"1297",0.999,0.018,0.037,0.022,0.356,0.179,0.09,1
"1298",0.974,0.008,0.027,0.015,0.315,0.14,0.058,1
"1299",0.92,0.024,0.044,0.033,0.283,0.145,0.07,1
"1300",0.974,0.012,0.032,0.018,0.322,0.167,0.075,1
"1301",0.942,0.027,0.033,0.026,0.163,0.079,0.048,1
"1302",0.981,0.009,0.027,0.016,0.376,0.153,0.062,1
"1303",0.914,0.019,0.044,0.025,0.421,0.194,0.092,1
"1304",0.996,0.023,0.022,0.02,0.065,0.032,0.022,1
"1305",0.962,0.046,0.071,0.058,0.341,0.172,0.09,1
"1306",0.955,0.02,0.05,0.028,0.442,0.268,0.138,1
"1307",0.989,0.008,0.026,0.016,0.317,0.14,0.061,1
