"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"700",0.624,0.105,0.084,0.074,0.705,0.247,0.113,1
"701",0.608,0.164,0.111,0.13,0.497,0.314,0.202,1
"702",0.626,0.166,0.21,0.132,0.822,0.314,0.133,1
"703",0.647,0.069,0.088,0.067,0.736,0.276,0.134,1
"704",0.663,0.081,0.083,0.09,0.615,0.323,0.179,1
"705",0.662,0.031,0.048,0.044,0.819,0.298,0.128,1
"706",0.632,0.36,0.387,0.372,0.606,0.299,0.144,1
"707",0.692,0.118,0.092,0.104,0.546,0.231,0.114,1
"708",0.686,0.031,0.078,0.035,0.804,0.266,0.103,1
"709",0.644,0.112,0.086,0.07,0.684,0.235,0.11,1
"710",0.687,0.159,0.158,0.153,0.579,0.249,0.129,1
"711",0.674,0.107,0.096,0.082,0.836,0.265,0.119,1
"712",0.66,0.093,0.079,0.06,0.695,0.249,0.12,1
"713",0.686,0.102,0.086,0.065,0.784,0.276,0.123,1
"714",0.68,0.117,0.093,0.078,0.693,0.244,0.114,1
"715",0.626,0.09,0.079,0.086,0.584,0.279,0.141,1
"716",0.682,0.085,0.103,0.089,0.718,0.293,0.148,1
"717",0.699,0.037,0.059,0.038,0.821,0.272,0.11,1
"718",0.658,0.097,0.109,0.067,0.749,0.27,0.116,1
"719",0.618,0.098,0.117,0.072,0.838,0.261,0.111,1
"720",0.677,0.113,0.081,0.067,0.773,0.248,0.112,1
"721",0.697,0.042,0.038,0.038,0.758,0.207,0.085,1
"722",0.661,0.157,0.182,0.164,0.658,0.302,0.155,1
"723",0.62,0.092,0.058,0.098,0.413,0.159,0.077,1
"724",0.638,0.06,0.071,0.08,0.518,0.197,0.095,1
"725",0.643,0.16,0.202,0.187,0.614,0.255,0.13,1
"726",0.692,0.124,0.108,0.095,0.726,0.337,0.188,1
"727",0.622,0.088,0.112,0.067,0.86,0.263,0.107,1
"728",0.622,0.105,0.096,0.101,0.598,0.223,0.11,1
"729",0.616,0.146,0.165,0.142,0.577,0.245,0.135,1
"730",0.667,0.037,0.055,0.041,0.814,0.264,0.107,1
"731",0.679,0.152,0.168,0.152,0.723,0.351,0.184,1
"732",0.609,0.248,0.243,0.248,0.483,0.278,0.168,1
"733",0.618,0.295,0.308,0.314,0.461,0.32,0.171,1
"734",0.675,0.147,0.158,0.104,0.835,0.285,0.128,1
"735",0.69,0.042,0.084,0.053,0.826,0.279,0.118,1
"736",0.622,0.105,0.097,0.071,0.791,0.275,0.126,1
"737",0.656,0.112,0.121,0.08,0.786,0.272,0.122,1
"738",0.699,0.136,0.156,0.13,0.756,0.278,0.161,1
"739",0.625,0.101,0.085,0.074,0.7,0.286,0.138,1
"740",0.607,0.12,0.103,0.09,0.715,0.287,0.138,1
"741",0.669,0.189,0.214,0.183,0.548,0.212,0.094,1
"742",0.686,0.042,0.062,0.056,0.733,0.28,0.12,1
