"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"5528",0.908,0.091,0.067,0.044,0.269,0.084,0.027,1
"5529",0.988,0.093,0.07,0.046,0.272,0.08,0.025,1
"5530",0.976,0.091,0.069,0.044,0.293,0.09,0.029,1
"5531",0.986,0.092,0.07,0.045,0.287,0.081,0.025,1
"5532",0.96,0.091,0.069,0.045,0.272,0.078,0.024,1
"5533",1,0.098,0.083,0.052,0.347,0.098,0.029,1
"5534",0.957,0.092,0.07,0.046,0.295,0.092,0.031,1
"5535",0.994,0.096,0.077,0.05,0.329,0.091,0.028,1
"5536",0.971,0.091,0.07,0.045,0.28,0.088,0.029,1
"5537",0.931,0.091,0.068,0.044,0.285,0.08,0.025,1
"5538",0.964,0.091,0.073,0.045,0.332,0.084,0.026,1
"5539",0.967,0.091,0.068,0.045,0.266,0.082,0.027,1
"5540",0.93,0.089,0.064,0.042,0.259,0.069,0.021,1
"5541",0.985,0.09,0.066,0.043,0.265,0.074,0.023,1
"5542",0.981,0.09,0.065,0.043,0.262,0.073,0.023,1
"5543",0.995,0.092,0.068,0.044,0.293,0.075,0.023,1
"5544",0.981,0.09,0.066,0.043,0.273,0.077,0.024,1
"5545",0.993,0.092,0.071,0.046,0.295,0.086,0.027,1
"5546",0.995,0.091,0.069,0.044,0.285,0.079,0.024,1
"5547",0.961,0.09,0.068,0.043,0.291,0.077,0.024,1
"5548",0.988,0.092,0.07,0.046,0.286,0.084,0.027,1
"5549",0.933,0.092,0.068,0.045,0.246,0.076,0.025,1
"5550",0.99,0.092,0.07,0.045,0.285,0.08,0.025,1
"5551",0.979,0.092,0.069,0.046,0.275,0.084,0.027,1
"5552",0.961,0.092,0.071,0.047,0.27,0.087,0.029,1
"5553",0.989,0.092,0.07,0.046,0.297,0.082,0.026,1
"5554",0.991,0.091,0.066,0.044,0.282,0.077,0.024,1
"5555",0.996,0.092,0.068,0.045,0.284,0.073,0.023,1
"5556",0.98,0.09,0.068,0.044,0.277,0.077,0.024,1
"5557",0.99,0.09,0.068,0.044,0.286,0.079,0.024,1
"5558",0.991,0.092,0.071,0.045,0.296,0.091,0.029,1
"5559",0.989,0.091,0.07,0.045,0.282,0.091,0.029,1
"5560",0.994,0.09,0.067,0.043,0.302,0.096,0.03,1
"5561",0.905,0.092,0.072,0.046,0.307,0.091,0.029,1
"5562",0.963,0.09,0.071,0.044,0.304,0.094,0.031,1
"5563",0.967,0.089,0.067,0.044,0.268,0.08,0.026,1
"5564",0.982,0.09,0.064,0.042,0.272,0.073,0.022,1
"5565",0.993,0.092,0.069,0.045,0.301,0.076,0.023,1
"5566",0.965,0.093,0.071,0.047,0.281,0.087,0.029,1
"5567",0.97,0.09,0.069,0.043,0.292,0.087,0.027,1
"5568",0.978,0.09,0.067,0.043,0.284,0.079,0.024,1
"5569",0.994,0.092,0.071,0.045,0.296,0.087,0.027,1
"5570",0.995,0.092,0.07,0.045,0.318,0.077,0.023,1
"5571",0.991,0.092,0.069,0.045,0.302,0.078,0.024,1
"5572",0.99,0.091,0.069,0.045,0.302,0.08,0.024,1
"5573",0.982,0.092,0.069,0.045,0.296,0.079,0.025,1
"5574",0.992,0.093,0.071,0.047,0.306,0.081,0.025,1
"5575",0.964,0.09,0.067,0.043,0.269,0.079,0.025,1
"5576",0.989,0.091,0.068,0.044,0.296,0.078,0.024,1
"5577",0.995,0.092,0.068,0.045,0.298,0.076,0.023,1
"5578",0.998,0.092,0.069,0.045,0.295,0.085,0.027,1
"5579",0.989,0.091,0.067,0.044,0.276,0.074,0.023,1
"5580",0.989,0.091,0.07,0.046,0.294,0.083,0.025,1
"5581",0.929,0.092,0.071,0.045,0.302,0.084,0.025,1
"5582",0.988,0.094,0.071,0.046,0.287,0.08,0.024,1
"5583",0.942,0.091,0.069,0.045,0.276,0.084,0.027,1
"5584",0.996,0.092,0.071,0.046,0.31,0.076,0.023,1
"5585",0.969,0.091,0.071,0.045,0.304,0.094,0.03,1
"5586",0.991,0.092,0.072,0.045,0.309,0.09,0.028,1
"5587",0.995,0.09,0.067,0.043,0.287,0.075,0.023,1
"5588",0.997,0.091,0.067,0.044,0.285,0.08,0.025,1
