"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"3353",0.707,0.09,0.07,0.042,0.317,0.104,0.033,1
"3354",0.704,0.094,0.077,0.054,0.296,0.125,0.05,1
"3355",0.779,0.091,0.073,0.048,0.302,0.111,0.041,1
"3356",0.733,0.093,0.078,0.051,0.335,0.123,0.046,1
"3357",0.756,0.092,0.074,0.049,0.3,0.116,0.044,1
"3358",0.711,0.091,0.071,0.044,0.323,0.092,0.029,1
"3359",0.708,0.091,0.073,0.047,0.281,0.11,0.042,1
"3360",0.74,0.092,0.073,0.047,0.328,0.1,0.033,1
"3361",0.75,0.092,0.075,0.05,0.305,0.115,0.043,1
"3362",0.729,0.092,0.075,0.05,0.311,0.118,0.043,1
"3363",0.712,0.093,0.074,0.051,0.277,0.126,0.053,1
"3364",0.766,0.094,0.076,0.047,0.368,0.114,0.036,1
"3365",0.745,0.094,0.076,0.047,0.33,0.109,0.036,1
"3366",0.791,0.091,0.07,0.044,0.309,0.094,0.03,1
"3367",0.743,0.09,0.071,0.043,0.331,0.105,0.032,1
